latitude,longitude,depth_avg,navigable,time,wind_speed_10m,wind_direction_10m,navigable_wind,blocked_seamark,is_buoy,navigable_final
37.97890289069657,0.909076,-2349.743,True,,,,False,False,False,True
37.97890289069657,0.951076,-2406.6045,True,,,,False,False,False,True
37.97890289069657,0.993076,-2269.166,True,,,,False,False,False,True
37.97890289069657,1.035076,-2234.5583,True,,,,False,False,False,True
37.97890289069657,1.077076,-2321.561,True,,,,False,False,False,True
37.97890289069657,1.119076,-2374.5317,True,,,,False,False,False,True
37.97890289069657,1.161076,-2425.2,True,,,,False,False,False,True
37.97890289069657,1.203076,-2456.2,True,,,,False,False,False,True
37.97890289069657,1.245076,-2473.7,True,,,,False,False,False,True
37.97890289069657,1.287076,-2484.0,True,,,,False,False,False,True
37.97890289069657,1.329076,-2435.0,True,,,,False,False,False,True
37.97890289069657,1.3710760000000002,-2382.0,True,,,,False,False,False,True
37.97890289069657,1.413076,-2377.9,True,,,,False,False,False,True
37.97890289069657,1.455076,-2389.5,True,,,,False,False,False,True
37.97890289069657,1.497076,-2400.8,True,,,,False,False,False,True
37.97890289069657,1.539076,-2354.2,True,,,,False,False,False,True
37.97890289069657,1.581076,-2282.2,True,,,,False,False,False,True
37.97890289069657,1.6230760000000002,-2255.5,True,,,,False,False,False,True
37.97890289069657,1.665076,-1777.9,True,,,,False,False,False,True
37.97890289069657,1.707076,-1970.3,True,,,,False,False,False,True
37.97890289069657,1.749076,-2075.1,True,,,,False,False,False,True
37.97890289069657,1.791076,-2241.7,True,,,,False,False,False,True
37.97890289069657,1.833076,-2480.5,True,,,,False,False,False,True
37.97890289069657,1.875076,-2660.8896,True,,,,False,False,False,True
37.97890289069657,1.917076,-2612.766,True,,,,False,False,False,True
37.97890289069657,1.9590760000000005,-2600.8984,True,,,,False,False,False,True
37.97890289069657,2.0010760000000003,-2543.5732,True,,,,False,False,False,True
37.97890289069657,2.043076000000001,-2520.0562,True,,,,False,False,False,True
37.97890289069657,2.0850760000000004,-2480.968,True,,,,False,False,False,True
37.97890289069657,2.127076,-2406.9412,True,,,,False,False,False,True
37.97890289069657,2.1690760000000004,-2654.4082,True,,,,False,False,False,True
37.97890289069657,2.2110760000000003,-2809.6,True,,,,False,False,False,True
37.97890289069657,2.2530760000000005,-2832.8,True,,,,False,False,False,True
37.97890289069657,2.2950760000000003,-2827.2,True,,,,False,False,False,True
37.97890289069657,2.337076,-2812.3,True,,,,False,False,False,True
37.97890289069657,2.3790760000000004,-2802.5,True,,,,False,False,False,True
37.97890289069657,2.421076,-2798.6,True,,,,False,False,False,True
37.97890289069657,2.4630760000000005,-2804.7,True,,,,False,False,False,True
37.97890289069657,2.5050760000000003,-2803.1,True,,,,False,False,False,True
37.97890289069657,2.547076000000001,-2798.4,True,,,,False,False,False,True
37.97890289069657,2.5890760000000004,-2772.5,True,,,,False,False,False,True
37.97890289069657,2.631076,-2797.6,True,,,,False,False,False,True
37.97890289069657,2.6730760000000005,-2791.6,True,,,,False,False,False,True
37.97890289069657,2.7150760000000003,-2797.1,True,,,,False,False,False,True
37.97890289069657,2.7570760000000005,-2798.8,True,,,,False,False,False,True
37.97890289069657,2.7990760000000003,-2797.7,True,,,,False,False,False,True
37.97890289069657,2.8410760000000006,-2802.9,True,,,,False,False,False,True
37.97890289069657,2.8830760000000004,-2800.6,True,,,,False,False,False,True
37.97890289069657,2.925076,-2799.0713,True,,,,False,False,False,True
37.97890289069657,2.9670760000000005,-2799.8633,True,,,,False,False,False,True
37.97890289069657,3.0090760000000003,-2797.7825,True,,,,False,False,False,True
