date,route_id,step,latitude,longitude,heading,speed,wind_dir,wind_speed,target_heading,target_speed
20250525,20250525_26,0,39.77205622915002,0.573076,89.9865655662602,3.6399999999999997,189.0,1.2,89.9865655662602,3.6399999999999997
20250525,20250525_26,1,39.77205622915002,0.6150760000000001,89.9865655662602,3.6399999999999997,189.0,2.6,89.9865655662602,3.6399999999999997
20250525,20250525_26,2,39.77205622915002,0.657076,89.9865655662602,3.6399999999999997,189.0,3.7,89.9865655662602,3.6399999999999997
20250525,20250525_26,3,39.77205622915002,0.699076,89.9865655662602,3.6399999999999997,189.0,3.7,89.9865655662602,3.6399999999999997
20250525,20250525_26,4,39.77205622915002,0.7410760000000001,89.9865655662602,4.524008732381931,190.0,5.3,89.9865655662602,4.524008732381931
20250525,20250525_26,5,39.77205622915002,0.783076,89.9865655662602,5.364018136485548,190.0,6.7,89.9865655662602,5.364018136485548
20250525,20250525_26,6,39.77205622915002,0.825076,89.9865655662602,5.364018136485548,190.0,6.7,89.9865655662602,5.364018136485548
20250525,20250525_26,7,39.77205622915002,0.8670760000000001,89.9865655662602,6.108026868867478,192.0,8.2,89.9865655662602,6.108026868867478
20250525,20250525_26,8,39.77205622915002,0.909076,89.9865655662602,6.494026868867479,193.0,9.4,89.9865655662602,6.494026868867479
20250525,20250525_26,9,39.77205622915002,0.951076,89.9865655662602,6.494026868867479,193.0,9.4,89.9865655662602,6.494026868867479
20250525,20250525_26,10,39.77205622915002,0.993076,89.9865655662602,6.7850268688674795,195.0,10.5,89.9865655662602,6.7850268688674795
20250525,20250525_26,11,39.77205622915002,1.035076,89.9865655662602,6.960026868867479,197.0,11.4,89.9865655662602,6.960026868867479
20250525,20250525_26,12,39.77205622915002,1.077076,89.9865655662602,6.960026868867479,197.0,11.4,89.9865655662602,6.960026868867479
20250525,20250525_26,13,39.77205622915002,1.119076,89.9865655662602,7.094903548171697,199.0,12.1,89.9865655662602,7.094903548171697
20250525,20250525_26,14,39.77205622915002,1.161076,89.9865655662602,7.18922035771441,201.0,12.7,89.9865655662602,7.18922035771441
20250525,20250525_26,15,39.77205622915002,1.203076,89.9865655662602,7.18922035771441,201.0,12.7,89.9865655662602,7.18922035771441
20250525,20250525_26,16,39.77205622915002,1.245076,89.9865655662602,7.230872372879472,202.0,13.0,89.9865655662602,7.230872372879472
20250525,20250525_26,17,39.77205622915002,1.287076,89.9865655662602,7.246273716322845,204.0,13.2,89.9865655662602,7.246273716322845
20250525,20250525_26,18,39.77205622915002,1.329076,89.9865655662602,7.246273716322845,204.0,13.2,89.9865655662602,7.246273716322845
20250525,20250525_26,19,39.77205622915002,1.3710760000000002,89.9865655662602,7.270125731487907,207.0,13.5,89.9865655662602,7.270125731487907
20250525,20250525_26,20,39.77205622915002,1.413076,89.9865655662602,7.2263872142127585,208.0,13.5,119.69706104294045,7.2263872142127585
20250525,20250525_26,21,39.71671199245711,1.539076,119.69706104294045,7.156908205716555,210.0,12.8,119.69726476114829,7.156908205716555
20250525,20250525_26,22,39.661322958822375,1.665076,119.69726476114829,6.733185566182886,205.0,10.7,119.69746862438063,6.733185566182886
20250525,20250525_26,23,39.60588914335393,1.791076,119.69746862438063,5.777127928417729,192.0,7.7,119.69767263185605,5.777127928417729
20250525,20250525_26,24,39.550410561341046,1.917076,119.69767263185605,4.921819004556667,178.0,6.2,119.69787678287179,4.921819004556667
20250525,20250525_26,25,39.49488722825432,2.043076000000001,119.69787678287179,4.856812365008422,176.0,6.2,119.69808107666393,4.856812365008422
20250525,20250525_26,26,39.4393191597462,2.1690760000000004,119.69808107666393,5.040620573850154,185.0,6.2,119.69828551248713,5.040620573850154
20250525,20250525_26,27,39.38370637165119,2.2950760000000003,119.69828551248713,4.937521594832138,207.0,5.9,119.69849008960551,4.937521594832138
20250525,20250525_26,28,39.328048879986326,2.421076,119.69849008960551,5.321491696750575,227.0,6.6,119.69869480724958,5.321491696750575
